rhymes_word,count,song,song_num,rhymes_this
身旁,2410,大哲_不朽之光\卓依婷_浪迹天涯\林淑容_我怎麽哭了\康康_兵变\林宥嘉_推动摇篮的手,1250.0,ang
唱,1938,费玉清_奈何\容中尔甲_九寨之恋\谭晶_春韵\徐小凤_恭喜发财\林子祥_追寻,2269.0,ang
希望,1801,田震_我踏浪而来\孙淑媚_不通将阮放\梁汉文_烟火旅馆\龙飘飘_爱在那里爱\黄义达_等边三角,1060.0,ang
模样,1506,林忆莲_苦难中的少年\彭羚_板凳\赵鹏_卜奎大街\洛天依_LITTUS~海之彼岸\李健_松花江,892.0,ang
长,1480,黄莺莺_不了情\陈洁仪_倔强\满文军_最近最远的人\柯以敏_答应我好吗\邰肇玫_花童,3884.0,ang
歌唱,1436,容中尔甲_九寨之恋\白玛多吉_天上西藏\赵鑫_我是歌手\李健_松花江\周璇_交换,692.0,ang
远方,1417,陈慧琳_离开\雷佳_天坛之约\奶猴子_滑板鞋\陈小云_该是离别的时候\李幸倪_抱梦而活,737.0,ang
伤,1416,田震_我踏浪而来\向蕙玲_永远拢同款\林忆莲_苦难中的少年\满文军_最近最远的人\阿悄_小背叛,6984.0,ang
悲伤,1306,龙飘飘_爱在那里爱\林翠萍_飘浪之女\林淑容_我怎麽哭了\黄思婷_漂浪之女\陈淑桦_失乐园,738.0,ang
天堂,1296,梁汉文_烟火旅馆\容中尔甲_九寨之恋\何星烁RapStar_这四年\李维_让\白玛多吉_天上西藏,664.0,ang
流浪,1284,田震_我踏浪而来\梁汉文_烟火旅馆\黎明_不羁的感情\张敬轩_绯荔榭•少年\馨予_火柴天堂,720.0,ang
遗忘,1093,黄义达_等边三角\陈淑桦_失乐园\童安格_努力就是希望\张学友_Love\西瓜Kune_芳华春常在,598.0,ang
翅膀,1051,柯以敏_答应我好吗\林宥嘉_推动摇篮的手\黎明_明日世界更漂亮\赵鑫_我是歌手\洛天依_LITTUS~海之彼岸,552.0,ang
这样,1041,林淑容_我怎麽哭了\夏天Alex_爱河 \赵咏华_喜欢\梁静茹_我喜欢\音频怪物_初恋,518.0,ang
身边,4173,张宇_合影留念\黄小琥_回到从前\何星烁RapStar_星\刘紫玲_梦江南\周璇_许我向你看,2100.0,ian
脸,3195,阿悄_小背叛\大哲_不朽之光\彭青_这么近那么远\张洪量_心碎\樊桐舟_雪花,3233.0,ian
一天,2941,陈松伶_其实我总不甘心\乌兰图雅_红红火火中国年\彭青_这么近那么远\黎明_只要为我爱一天\康康_文明村之歌,1538.0,ian
改变,2710,黄小琥_回到从前\郑少秋_不想再改变\王馨平_穿过你的黑发我的手\徐小凤_不夜城传奇\那英_醒时作梦,1477.0,ian
再见,1964,柯以敏_答应我好吗\彭青_这么近那么远\林淑容_我怎麽哭了\李克勤_投奔爱海 - Album Version\潘玮柏_Kiss Night,1078.0,ian
天,1811,陈松伶_其实我总不甘心\乌兰图雅_红红火火中国年\谭咏麟_感情回归\梁汉文_烟火旅馆\黄小琥_回到从前,12612.0,ian
时间,1735,刘若英_一辈子的孤单\孙燕姿_天使的指纹\卓依婷_你看你看月亮的脸\张智成_Toy Boy\侃侃_想念,1050.0,ian
从前,1590,黄小琥_回到从前\夏天Alex_漂流\金城武_勇敢的说再见\金莎_失眠\龙飘飘_岁月的歌,822.0,ian
明天,1481,黄小琥_回到从前\聂禹_江湖狗血馆\夏天Alex_盘旋\蔡依林_我依然是你的情人+剪爱\钟镇涛_日日是好日,800.0,ian
变,1459,陈绮贞_鱼\黄小琥_回到从前\许志安_了不起\黄凯芹_再遇\谢安琪_独家村,4178.0,ian
一点,1357,陶晶莹_你本来就美\刘若英_一辈子的孤单\吴倩莲_来点伤心的音乐\童安格_唯独有我\黄雅莉_年轮,1001.0,ian
出现,1284,张洪量_心碎\刘若英_一辈子的孤单\陈奕迅_1个2个3个4个\李克勤_丝丝雨线\郑伊健_快相,765.0,ian
间,1275,孙淑媚_不通将阮放\柯以敏_答应我好吗\彭青_这么近那么远\刘若英_一辈子的孤单\吴倩莲_来点伤心的音乐,3725.0,ian
相见,1222,青山_酒醒梦已残\童安格_唯独有我\容祖儿_天窗\侃侃_想念\龙飘飘_贝壳船,716.0,ian
发现,1085,光良_单恋\杨千嬅_风采依然\郭静_看见\卢广仲_开心餐厅\崔子格_招财猫,665.0,ian
甜,1067,向蕙玲_永远拢同款\关淑怡_自言自语\陈百强_谁能忘记\陈瑞_鱼水情歌\米线_天脉传奇,2040.0,ian
眼前,1051,张洪量_昙花\青山_酒醒梦已残\夏天Alex_漂流\陈奕迅_在你身边 \罗志祥_潜意识失控,652.0,ian
面,1043,张宇_合影留念\彭青_这么近那么远\龙飘飘_雪里红\张洪量_心碎\林忆莲_无声约会,4363.0,ian
走,6535,Tank_是谁\赵鹏_如果这都不算爱\曾淑勤_守侯\谭咏麟_感情回归\钟镇涛_如你说以后,5550.0,ou
时候,4310,柯以敏_答应我好吗\许嵩_幻听\甄妮_追球追球\林淑容_我怎麽哭了\高凌风_追求,2043.0,ou
手,3668,陈绮贞_鱼\郭子_亲爱的妈咪\钟镇涛_如你说以后\容祖儿_新贵\谭晶_春韵,5392.0,ou
温柔,3521,曾淑勤_守侯\容祖儿_新贵\柯以敏_答应我好吗\苏慧伦_是你爱得不够\许嵩_幻听,1807.0,ou
回头,2577,郭子_亲爱的妈咪\许嵩_幻听\林淑容_我怎麽哭了\阿强_情难枕\陈明真_没有爱我就不能飞,1268.0,ou
自由,2252,容祖儿_新贵\何星烁RapStar_星\林宥嘉_推动摇篮的手\陈冠希_怕 Introducing The Balliticians\许茹芸_My Own True Love,1294.0,ou
朋友,1888,左小祖咒_钱歌\甄妮_追球追球\毕书尽_好想要\孙耀威_情愿一个人\乔洋_交个朋友,1116.0,ou
理由,1811,郑秀文_至理名言\乔洋_交个朋友\彭靖惠_垃圾桶\周传雄_也许明天\张蔷_愫,931.0,ou
以后,1695,钟镇涛_如你说以后\樊桐舟_童话\林志颖_台北神话\卓依婷_天使在夜里哭\陈明真_论错,863.0,ou
拥有,1464,罗文_言不由衷\陈明真_没有爱我就不能飞\陈绮贞_距离\小柯_爱过以后\龙飘飘_岁月的歌,790.0,ou
尽头,1354,许茹芸_却上心头\李克勤_在我身边 - Album Version\萧敬腾_到不了的地方\苏有朋_天地一沙鸥\金志文_夏洛特烦恼,740.0,ou
分手,1298,何星烁RapStar_这四年\任然_疑心病\周传雄_也许明天\雨天_给我一个不伤心的理由\孙露_十年,683.0,ou
愁,1227,钟镇涛_如你说以后\许茹芸_却上心头\高胜美_情琴\孙露_拂袖\孙耀威_情愿一个人,1565.0,ou
放手,1223,容祖儿_新贵\王力宏_流泪手心\郑秀文_至理名言\潘玮柏_Kiss Night\李玟_I Just Wanna Marry U,681.0,ou
后,1125,钟镇涛_如你说以后\彭青_这么近那么远\乔洋_我沿着悲伤\崔子格_老公让我为你捶捶背\樊桐舟_童话,4137.0,ou
感受,1122,孙耀威_情愿一个人\乔洋_交个朋友\彭靖惠_垃圾桶\罗大佑_飞车\本兮_怎么办我想你,643.0,ou
心头,1102,高胜美_情琴\孙露_拂袖\赵鹏_中华民谣\乔洋_交个朋友\张德兰_日月轮回,634.0,ou
有,1026,容祖儿_新贵\吕研熙_意外\李荣浩_裙姊\高凌风_老爷车\周华健_身在梁山,4229.0,ou
所有,1013,何星烁RapStar_这四年\孙耀威_情愿一个人\卓依婷_滚滚红尘\许廷铿_岁月\许茹芸_舍不得,665.0,ou
来,5679,张蔷_今夜不眠\田震_我踏浪而来\张智成_迷魂阵\乌兰图雅_红红火火中国年\费玉清_渡江千里,7168.0,ai
在,2963,Tank_是谁\赵鹏_如果这都不算爱\张蔷_今夜不眠\关淑怡_自言自语\满文军_最近最远的人,5629.0,ai
等待,2735,龙飘飘_爱在那里爱\张敬轩_春天 \卓依婷_浪迹天涯\雷婷_我们的爱还在不在\黄雅莉_年轮,1346.0,ai
开,2661,赵鹏_如果这都不算爱\曾轶可_我们不是只有现在吗\乌兰图雅_红红火火中国年\徐小凤_唉!往事何苦提\吕研熙_意外,6513.0,ai
未来,2512,黎明_只要为我爱一天\卫兰_爱在天地动摇时\游鸿明_情愿孤单\雷婷_我们的爱还在不在\小虫_心太软,1283.0,ai
离开,2238,吕研熙_意外\徐小凤_恭喜发财\刘若英_一辈子的孤单\游鸿明_情愿孤单\雷婷_我们的爱还在不在,1129.0,ai
明白,2063,郑智化_我的\游鸿明_情愿孤单\雷婷_我们的爱还在不在\蔡依林_说爱你\弦子_给我你的手,1225.0,ai
回来,1876,张智成_迷魂阵\雷婷_我们的爱还在不在\许志安_对你的爱还依然在\游鸿明_无人知晓的雨丝\侃侃_想念,827.0,ai
海,1487,田震_我踏浪而来\刘家昌_海鸥\黄义达_匿名的宝贝\容中尔甲_九寨之恋\龙飘飘_爱在那里爱,3819.0,ai
起来,1412,乌兰图雅_红红火火中国年\徐小凤_恭喜发财\龙飘飘_是你还是我\尚雯婕_有了爱\陈思安_小城故事,576.0,ai
存在,1352,Tank_是谁\张蔷_今夜不眠\郑智化_我的\雷婷_爱你的方式\雷婷_我们的爱还在不在,849.0,ai
期待,1348,黎明_只要为我爱一天\蔡依林_说爱你\陈绮贞_距离\阿兰_遇见\王菲_推翻,737.0,ai
出来,1197,吕研熙_意外\许志安_对你的爱还依然在\弦子_给我你的手\高林生_精彩人生\李玲玉_小秘密,572.0,ai
伤害,1039,满文军_最近最远的人\雷婷_我们的爱还在不在\王力宏_CrossFire\许志安_对你的爱还依然在\孙露_死而无憾,658.0,ai
精彩,1037,乌兰图雅_红红火火中国年\吕研熙_意外\孙露_死而无憾\弦子_给我你的手\张冬玲_在等待,554.0,ai
去,5209,董文华_望星空\向蕙玲_永远拢同款\许茹芸_给我一分钟不想你\李荣浩_裙姊\费玉清_庭院深深,6870.0,u
路,3000,阿兰_迷失的礼福\曾淑勤_守侯\梁汉文_烟火旅馆\龙飘飘_雪里红\张国荣_Crazy Rock,3919.0,u
过去,2557,李荣浩_裙姊\陈慧琳_离开\陈盈洁_笑笑放乎开\张信哲_其实快乐很容易\徐小凤_不夜城传奇,1417.0,u
幸福,2524,阿兰_迷失的礼福\梁咏琪_气流\苏有朋_逃兵\许志安_对你的爱还依然在\龙飘飘_离情,1248.0,u
雨,1860,徐小凤_唉!往事何苦提\钟镇涛_如你说以后\彭青_这么近那么远\谭晶_春韵\毛阿敏_投入地爱一次,3181.0,u
哭,1731,张信哲_难道\梁咏琪_气流\苏慧伦_是你爱得不够\张清芳_呼喊快乐\许茹芸_没有你的圣诞节,2042.0,u
孤独,1492,阿兰_迷失的礼福\邰肇玫_花童\包娜娜_三百六十五里路\周传雄_寂寞无助\张靓颖_无字碑,822.0,u
离去,1354,董文华_望星空\胡彦斌_不是不想\陈冠希_I Never Told You\常石磊_花儿为什么这样红\周传雄_也许明天,763.0,u
清楚,1180,阿兰_迷失的礼福\梁咏琪_气流\谭咏麟_傲骨\卓依婷_天使在夜里哭\李克勤_丝丝雨线,999.0,u
苦,1086,黄莺莺_不了情\阿兰_迷失的礼福\龙飘飘_雪里红\林忆莲_决绝\黄思婷_般若波罗密多心经,2747.0,u
在乎,1084,周传雄_寂寞无助\夏天Alex_爱河 \李玟_I Just Wanna Marry U\张蔷_愫\彭清_冰吻,553.0,u
下去,1082,韩宝仪_又是细雨\胡彦斌_不是不想\梁汉文_掯\辛晓琪_第几次爱上你\本兮_怎么办我想你,643.0,u
结局,1042,梁咏琪_气流\樊桐舟_童话\陈瑞_情坎\雷婷_情坎\蔡依林_说爱你,576.0,u
相遇,1014,陈百强_谁能忘记\陈瑞_情坎\雷婷_情坎\平安_云淡风轻\丁咚_遍体鳞伤,567.0,u
吗,6314,曾轶可_我们不是只有现在吗\蔡卓妍_薄雾\许志安_了不起\柯以敏_答应我好吗\郑伊健_怕甚么，甚么都不怕,2097.0,a
吧,6027,陈绮贞_鱼\陈洁仪_倔强\蔡卓妍_薄雾\许志安_了不起\郑智化_我的,2233.0,a
呀,4153,樊桐舟_雪花\黄雅莉_年轮\董文华_玛依拉\家家_家\萨顶顶_小树和大树,1144.0,a
他,3732,陈绮贞_鱼\许志安_了不起\容中尔甲_九寨之恋\谢霆锋_了结他\黄义达_等边三角,1597.0,a
啦,2728,七郎_盼仔假兄弟\米线_天脉传奇\林俊杰_突然累了\聂禹_江湖狗血馆\陈雷_随在你啦,917.0,a
她,2445,童安格_耶利亚女郎\葛兰_教我如何不想她\杜德伟_四十八小时\邰肇玫_早餐的玛丽亚\姜育恒_泪的小花,878.0,a
天涯,1063,容中尔甲_九寨之恋\龙飘飘_爱在那里爱\米线_天脉传奇\孙露_死而无憾\苏芮_蜗牛的家,808.0,a
爱情,2805,胡夏_黑框眼镜\徐小凤_唉!往事何苦提\张洪量_昙花\李荣浩_裙姊\王筝_爱情一直在经过,1456.0,ing
情,2464,张信哲_难道\董文华_望星空\胡夏_黑框眼镜\李荣浩_模特\徐小凤_唉!往事何苦提,10270.0,ing
眼睛,2267,张信哲_难道\董文华_望星空\王力宏_流泪手心\尚雯婕_有了爱\苏有朋_逃兵,1381.0,ing
心情,1558,董文华_望星空\许茹芸_没有你的圣诞节\黄妃_黄昏的故乡\陈雷_切抹熄的灯火\平安_云淡风轻,931.0,ing
听,1501,陈百强_亲爱的你\林忆莲_无声约会\黎明_只要为我爱一天\陈影_约定\那英_醒时作梦,1864.0,ing
感情,1150,甄楚倩_外借恋情\黎明_不羁的感情\甄妮_我们的对手戏\本兮_怎么办我想你\张蔷_愫,656.0,ing
行,1096,胡夏_黑框眼镜\乔洋_我沿着悲伤\苏芮_没有就没有\何星烁RapStar_星\童丽_远山含笑,2723.0,ing
人,11060,陶晶莹_你本来就美\蔡琴_出人头地\孙淑媚_不通将阮放\张智成_迷魂阵\李荣浩_裙姊,8667.0,en
深,2112,董文华_望星空\陈松伶_其实我总不甘心\黎明_只要为我爱一天\孙燕姿_天使的指纹\张清芳_呼喊快乐,3018.0,en
真,1626,张信哲_难道\邰正宵_执迷不悔\光良_勇气\崔子格_老公让我为你捶捶背\苏芮_没有就没有,3790.0,en
吻,1570,梁汉文_掯\张信哲_找钥匙\李克勤_一生不爱别人\周慧敏_冬日浪漫\黎明_明日世界更漂亮,1234.0,en
女人,1244,张信哲_找钥匙\郭富城_声音\陈瑞_为爱流泪的女人\杨坤_一万个女人\黄莺莺_天使的指纹,453.0,en
问,1045,陈松伶_其实我总不甘心\容祖儿_新贵\苏芮_没有就没有\左小祖咒_钱歌\彭羚_我不要,2172.0,en
好,5127,Tank_是谁\黄莺莺_不了情\乌兰图雅_红红火火中国年\郑国锋_停不了\谢安琪_独家村,5244.0,ao
知道,3972,陈瑞_正好\黄义达_等边三角\樊桐舟_雪花\许廷铿_人曲\林凡_不一定,1833.0,ao
着,3390,张信哲_难道\张蔷_今夜不眠\李荣浩_模特\陈盈洁_笑笑放乎开\张信哲_其实快乐很容易,3002.0,ao
老,1864,黄莺莺_不了情\陈瑞_正好\左小祖咒_钱歌\童安格_耶利亚女郎\Mc轩颜_十六岁的时光,1894.0,ao
拥抱,1721,黄莺莺_不了情\陈瑞_正好\王力宏_流泪手心\林志美_月影\任然_醉红楼,987.0,ao
重要,1331,康康_文明村之歌\曹方_在\张学友_Love\王心凌_糖罐子\许冠杰_蓝天消失了,684.0,ao
到,1249,Tank_是谁\张蔷_今夜不眠\郑国锋_停不了\费玉清_渡江千里\陈洁仪_倔强,3173.0,ao
中,4626,董文华_望星空\张智成_迷魂阵\徐小凤_唉!往事何苦提\深七_我就在你身后\郑智化_我的,4515.0,ong
痛,2393,钟镇涛_让一切随风\孙淑媚_不通将阮放\深七_我就在你身后\梁咏琪_气流\苏慧伦_是你爱得不够,3497.0,ong
懂,2331,容祖儿_新贵\邰肇玫_花童\苏慧伦_是你爱得不够\樊桐舟_童话\许嵩_幻听,1552.0,ong
天空,1716,王力宏_流泪手心\许茹芸_没有你的圣诞节\满江_多变的海\邰正宵_心弦\谢安琪_我 ,1057.0,ong
笑容,1633,吴倩莲_来点伤心的音乐\庾澄庆_下个雨季\陈淑桦_真实的面孔\李翊君_只有自己伤心最适合\梁静茹_绣花,940.0,ong
感动,1467,丁当_不是你的错\许嵩_幻听\郑秀文_至理名言\蔡依林_说爱你\陈势安_嘿亲爱的,798.0,ong
心中,1358,董文华_望星空\深七_我就在你身后\郑智化_我的\何星烁RapStar_星\罗文_言不由衷,897.0,ong
空,1257,谭咏麟_感情回归\谢安琪_独家村\陈百强_谁能忘记\梁咏琪_气流\庞龙_一个人的公园,4872.0,ong
红,1017,龙飘飘_雪里红\林翠萍_飘浪之女\卓依婷_谁料皇榜中状元\白雪_秋水红颜\黄思婷_漂浪之女,1661.0,ong
心痛,1009,钟镇涛_让一切随风\深七_我就在你身后\黄小琥_爱人已远走', ""郑秀文_It's Too Late"", 'Mc轩颜_十六岁的时光,520.0,ong
了,16768,黄莺莺_不了情\潘秀琼_莫忘今宵\许志安_了不起\丁当_不是你的错\张洪量_昙花,7043.0,e
的,8716,陈绮贞_鱼\向蕙玲_永远拢同款\费玉清_奈何\丁当_不是你的错\黄贯中_存在,3892.0,e
什么,5507,李荣浩_模特\谭咏麟_感情回归\郭子_亲爱的妈咪\深七_我就在你身后\张敬轩_春天 ,2810.0,e
快乐,3929,甄楚倩_外借恋情\古巨基_幸福号列车\甄妮_追球追球\刘若英_训练\高凌风_追求,1990.0,e
夜,1200,甄楚倩_外借恋情\张洪量_昙花\彭青_这么近那么远\张国荣_Crazy Rock\黎明_只要为我爱一天,3478.0,e
我,34454,Tank_是谁\陈绮贞_鱼\董文华_望星空\张智成_迷魂阵\谭咏麟_感情回归,12561.0,o
寂寞,4349,田震_我踏浪而来\苏慧伦_是你爱得不够\王力宏_流泪手心\吴倩莲_来点伤心的音乐\孙燕姿_天使的指纹,2247.0,o
哟,1755,费玉清_渡江千里\龚玥_花楼恋歌\龙飘飘_月光下的凤尾竹\谭维维_康定情歌与溜溜调\蒋大为_山里人唱山歌,399.0,o
沉默,1385,苏慧伦_是你爱得不够\吴倩莲_来点伤心的音乐\郑秀文_至理名言\高凌风_追求\陈粒_祝星,892.0,o
折磨,1029,深七_我就在你身后\刘紫玲_无言的温柔\陈娟儿_你寂寞才找我\陈雷_随在你啦\黄品源_孤单爱情海,556.0,o
孤单,1908,黄凯芹_再遇\刘若英_一辈子的孤单\童丽_远山含笑\高胜美_情人山\游鸿明_情愿孤单,1080.0,an
眼,1230,张信哲_难道\董文华_望星空\张宇_合影留念\梁汉文_烟火旅馆\黄义达_匿名的宝贝,7171.0,an
看,1189,胡夏_黑框眼镜\陈洁仪_倔强\甄楚倩_外借恋情\许志安_了不起\童丽_月亮湾,3461.0,an
遗憾,1060,游鸿明_情愿孤单\刘若英_训练\陈淑桦_失乐园\孙露_死而无憾\李克勤_一生不爱别人,637.0,an
誓言,1026,郑秀文_旧项链\亦勋_回到十七岁的那一年\米线_读你\心然_千年缘\萧亚轩_想念圣诞节,568.0,an
双眼,1008,金莎_失眠\任贤齐_杀手锏\黄征_全世界看到\阿兰_龙女 \米雅_爱一回伤一回,608.0,an
夜晚,1003,高胜美_情人山\周杰伦_忍者\潘玮柏_Kiss Night\聂禹_江湖狗血馆\李健_依然在路上,535.0,an
谁,5280,陶晶莹_你本来就美\陈松伶_其实我总不甘心\黄义达_匿名的宝贝\张卫健_寂寞伴侣\乔洋_我沿着悲伤,2139.0,ui
醉,1666,张卫健_寂寞伴侣\崔子格_老公让我为你捶捶背\杨栋梁_无比的唯美\那英_醒时作梦\那英_一切都变了,1983.0,ui
后悔,1642,崔子格_老公让我为你捶捶背\雷婷_你的爱给了谁\范玮琪_一半的我\陈小云_一缕相思情+飘香梦+梨花泪\郑中基_被爱是幸福,868.0,ui
心碎,1510,陈百强_谁能忘记\张洪量_心碎\李维_女人的选择\范玮琪_一半的我\张靓颖_无字碑,803.0,ui
追,1399,阿兰_迷失的礼福\张卫健_寂寞伴侣\费玉清_庭院深深\苏芮_没有就没有\雷婷_你的爱给了谁,1972.0,ui
对,1228,陶晶莹_你本来就美\张智成_迷魂阵\黄义达_匿名的宝贝\张卫健_寂寞伴侣\乔洋_我沿着悲伤,3654.0,ui
回,1191,Tank_是谁\胡夏_黑框眼镜\张智成_迷魂阵\郭子_亲爱的妈咪\许志安_了不起,7965.0,ui
吹,1015,张卫健_寂寞伴侣\卓依婷_爱一个人好难\曾路得_你又可知我\李翊君_我的感情博这厚\刘紫玲_无言的温柔,1004.0,ui
面对,1014,龙飘飘_是你还是我\雷婷_你的爱给了谁\苏有朋_逃兵\谢容儿_哭不好的伤\郭静_看见,622.0,ui
多,6378,陶晶莹_你本来就美\陈洁仪_倔强\郭子_亲爱的妈咪\梁咏琪_气流\黎明_只要为我爱一天,5374.0,uo
说,5247,Tank_是谁\陈绮贞_鱼\张蔷_今夜不眠\曾淑勤_守侯\黄凯芹_再遇,5297.0,uo
错,3617,黄莺莺_不了情\曾淑勤_守侯\谭咏麟_感情回归\郭子_亲爱的妈咪\黄凯芹_再遇,3334.0,uo
生活,2243,崔子格_老公让我为你捶捶背\雷佳_江边有个湘潭县\杨千嬅_BOOM BA EH\何星烁RapStar_这四年\孙耀威_情愿一个人,1270.0,uo
做,1221,黎明_只要为我爱一天\许嵩_幻听\苏芮_没有就没有\何星烁RapStar_星\许冠杰_香港制造,1367.0,uo
火,1081,柯以敏_答应我好吗\高明骏_爱总轮不到我\谢霆锋_了结他\苏芮_没有就没有\孙燕姿_天使的指纹,2521.0,uo
美,3310,陶晶莹_你本来就美\张信哲_难道\容祖儿_新贵\黄义达_匿名的宝贝\容祖儿_Mad ??about you,5601.0,ei
飞,3246,阿兰_迷失的礼福\黄义达_匿名的宝贝\陈瑞_鱼水情歌\何星烁RapStar_星\郑秀文_至理名言,3829.0,ei
泪,2790,陶晶莹_你本来就美\黄莺莺_不了情\黄义达_匿名的宝贝\乔洋_我沿着悲伤\陈百强_谁能忘记,5012.0,ei
眼泪,2506,黄义达_匿名的宝贝\梅艳芳_莫问起\林淑容_我怎麽哭了\黎明_你是谁\陈淑桦_失乐园,1364.0,ei
伤悲,1786,乔洋_我沿着悲伤\许茹芸_投资感情\高胜美_吻别\许巍_执着\易欣_爱一回伤一回,943.0,ei
滋味,1748,黄莺莺_不了情\容祖儿_Mad ??about you\崔子格_老公让我为你捶捶背\庞龙_一个人的公园\杨栋梁_无比的唯美,881.0,ei
流泪,1579,雷婷_你的爱给了谁\张清芳_意难忘\甘雅丹_红雪莲\黑龙_好兄弟\彭健新_目送他离去,810.0,ei
安慰,1528,龙飘飘_爱在那里爱\乔洋_我沿着悲伤\崔子格_老公让我为你捶捶背\杨栋梁_无比的唯美\陈明真_没有爱我就不能飞,831.0,ei
累,1310,黄义达_匿名的宝贝\乔洋_我沿着悲伤\崔子格_老公让我为你捶捶背\谢霆锋_了结他\范文芳_爱上了你,1256.0,ei
